date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
00:21:38	1446/1446	---M-Z	503	error ('Service%20Unavailable')	text/html	date:Sat,%2017%20Dec%202022%2023:21:38%20GMT	https://perfect-miningfx.com/cloud/app/images/2.jpg	C:/Users/user/Videos/perfect-miningfx.com_/perfect-miningfx.com/cloud/app/images/2.jpg	(from https://perfect-miningfx.com/)
00:21:38	1446/1446	---M-Z	503	error ('Service%20Unavailable')	text/html	date:Sat,%2017%20Dec%202022%2023:21:39%20GMT	https://perfect-miningfx.com/cloud/app/images/3.jpg	C:/Users/user/Videos/perfect-miningfx.com_/perfect-miningfx.com/cloud/app/images/3.jpg	(from https://perfect-miningfx.com/)
00:21:39	1446/1446	---M-Z	503	error ('Service%20Unavailable')	text/html	date:Sat,%2017%20Dec%202022%2023:21:39%20GMT	https://perfect-miningfx.com/cloud/app/images/4.jpg	C:/Users/user/Videos/perfect-miningfx.com_/perfect-miningfx.com/cloud/app/images/4.jpg	(from https://perfect-miningfx.com/)
00:21:39	1446/1446	---M-Z	503	error ('Service%20Unavailable')	text/html	date:Sat,%2017%20Dec%202022%2023:21:40%20GMT	https://perfect-miningfx.com/cloud/app/images/5.jpg	C:/Users/user/Videos/perfect-miningfx.com_/perfect-miningfx.com/cloud/app/images/5.jpg	(from https://perfect-miningfx.com/)
00:21:40	33093/33093	---M--	200	added ('OK')	image/png	date:Tue,%2030%20Aug%202022%2014:24:04%20GMT	https://perfect-miningfx.com/temp/img/about/innovate.png	C:/Users/user/Videos/perfect-miningfx.com_/perfect-miningfx.com/temp/img/about/innovate.png	(from https://perfect-miningfx.com/)
00:21:48	23975/23975	---M--	200	added ('OK')	image/png	date:Tue,%2030%20Aug%202022%2014:24:04%20GMT	https://perfect-miningfx.com/temp/img/about/prof.png	C:/Users/user/Videos/perfect-miningfx.com_/perfect-miningfx.com/temp/img/about/prof.png	(from https://perfect-miningfx.com/)
00:21:54	31657/31657	---M--	200	added ('OK')	image/png	date:Tue,%2030%20Aug%202022%2014:24:04%20GMT	https://perfect-miningfx.com/temp/img/about/secure.png	C:/Users/user/Videos/perfect-miningfx.com_/perfect-miningfx.com/temp/img/about/secure.png	(from https://perfect-miningfx.com/)
00:21:56	25204/25204	---M--	200	added ('OK')	image/png	date:Tue,%2030%20Aug%202022%2014:24:04%20GMT	https://perfect-miningfx.com/temp/img/about/invest.png	C:/Users/user/Videos/perfect-miningfx.com_/perfect-miningfx.com/temp/img/about/invest.png	(from https://perfect-miningfx.com/)
00:21:56	16228/16228	---M-Z	200	added ('OK')	image/svg+xml	date:Tue,%2030%20Aug%202022%2014:24:04%20GMT	https://perfect-miningfx.com/temp/img/sprite.svg	C:/Users/user/Videos/perfect-miningfx.com_/perfect-miningfx.com/temp/img/sprite.svg	(from https://perfect-miningfx.com/)
00:21:57	3753/3753	---M--	200	added ('OK')	image/png	date:Tue,%2030%20Aug%202022%2014:24:04%20GMT	https://perfect-miningfx.com/temp/img/payments/payment-4.png	C:/Users/user/Videos/perfect-miningfx.com_/perfect-miningfx.com/temp/img/payments/payment-4.png	(from https://perfect-miningfx.com/)
00:21:57	22522/22522	---M--	200	added ('OK')	image/png	date:Tue,%2030%20Aug%202022%2014:24:03%20GMT	https://perfect-miningfx.com/cloud/app/images/avatar.png	C:/Users/user/Videos/perfect-miningfx.com_/perfect-miningfx.com/cloud/app/images/avatar.png	(from https://perfect-miningfx.com/)
00:21:57	4257/4257	---M--	200	added ('OK')	image/png	date:Tue,%2030%20Aug%202022%2014:24:04%20GMT	https://perfect-miningfx.com/temp/img/payments/payment-88.png	C:/Users/user/Videos/perfect-miningfx.com_/perfect-miningfx.com/temp/img/payments/payment-88.png	(from https://perfect-miningfx.com/)
00:21:58	6307/6307	---M--	200	added ('OK')	image/png	date:Tue,%2030%20Aug%202022%2014:24:04%20GMT	https://perfect-miningfx.com/temp/img/payments/payment-6.png	C:/Users/user/Videos/perfect-miningfx.com_/perfect-miningfx.com/temp/img/payments/payment-6.png	(from https://perfect-miningfx.com/)
00:21:59	1482/1482	---M-Z	404	error ('Not%20Found')	text/html	date:Sat,%2017%20Dec%202022%2023:21:59%20GMT	https://perfect-miningfx.com/support@perfect-miningfx.com	C:/Users/user/Videos/perfect-miningfx.com_/perfect-miningfx.com/support@perfect-miningfx.com	(from https://perfect-miningfx.com/)
00:22:00	89476/89476	---M-Z	200	added ('OK')	application/javascript	date:Tue,%2030%20Aug%202022%2014:24:04%20GMT	https://perfect-miningfx.com/temp/lib/jquery/jquery.min.js	C:/Users/user/Videos/perfect-miningfx.com_/perfect-miningfx.com/temp/lib/jquery/jquery.min.js	(from https://perfect-miningfx.com/)
00:22:00	76308/76308	---M-Z	200	added ('OK')	application/javascript	date:Tue,%2030%20Aug%202022%2014:24:04%20GMT	https://perfect-miningfx.com/temp/lib/bootstrap/js/bootstrap.bundle.min.js	C:/Users/user/Videos/perfect-miningfx.com_/perfect-miningfx.com/temp/lib/bootstrap/js/bootstrap.bundle.min.js	(from https://perfect-miningfx.com/)
00:22:01	2532/2532	---M-Z	200	added ('OK')	application/javascript	date:Tue,%2030%20Aug%202022%2014:24:04%20GMT	https://perfect-miningfx.com/temp/lib/jquery.easing/jquery.easing.min.js	C:/Users/user/Videos/perfect-miningfx.com_/perfect-miningfx.com/temp/lib/jquery.easing/jquery.easing.min.js	(from https://perfect-miningfx.com/)
00:22:01	1482/1482	---M-Z	404	error ('Not%20Found')	text/html	date:Sat,%2017%20Dec%202022%2023:22:02%20GMT	https://perfect-miningfx.com/temp/lib/php-email-form/validate.js	C:/Users/user/Videos/perfect-miningfx.com_/perfect-miningfx.com/temp/lib/php-email-form/validate.js	(from https://perfect-miningfx.com/)
00:22:02	9028/9028	---M-Z	200	added ('OK')	application/javascript	date:Tue,%2030%20Aug%202022%2014:24:04%20GMT	https://perfect-miningfx.com/temp/lib/waypoints/jquery.waypoints.min.js	C:/Users/user/Videos/perfect-miningfx.com_/perfect-miningfx.com/temp/lib/waypoints/jquery.waypoints.min.js	(from https://perfect-miningfx.com/)
00:22:02	2406/2406	---M-Z	200	added ('OK')	application/javascript	date:Tue,%2030%20Aug%202022%2014:24:04%20GMT	https://perfect-miningfx.com/temp/lib/counterup/counterup.min.js	C:/Users/user/Videos/perfect-miningfx.com_/perfect-miningfx.com/temp/lib/counterup/counterup.min.js	(from https://perfect-miningfx.com/)
00:22:03	35445/35445	---M-Z	200	added ('OK')	application/javascript	date:Tue,%2030%20Aug%202022%2014:24:04%20GMT	https://perfect-miningfx.com/temp/lib/isotope-layout/isotope.pkgd.min.js	C:/Users/user/Videos/perfect-miningfx.com_/perfect-miningfx.com/temp/lib/isotope-layout/isotope.pkgd.min.js	(from https://perfect-miningfx.com/)
00:22:04	15013/15013	---M-Z	200	added ('OK')	application/javascript	date:Tue,%2030%20Aug%202022%2014:24:04%20GMT	https://perfect-miningfx.com/temp/lib/venobox/venobox.min.js	C:/Users/user/Videos/perfect-miningfx.com_/perfect-miningfx.com/temp/lib/venobox/venobox.min.js	(from https://perfect-miningfx.com/)
00:22:04	44342/44342	---M-Z	200	added ('OK')	application/javascript	date:Tue,%2030%20Aug%202022%2014:24:04%20GMT	https://perfect-miningfx.com/temp/lib/owl.carousel/owl.carousel.min.js	C:/Users/user/Videos/perfect-miningfx.com_/perfect-miningfx.com/temp/lib/owl.carousel/owl.carousel.min.js	(from https://perfect-miningfx.com/)
00:22:04	14690/14690	---M-Z	200	added ('OK')	application/javascript	date:Tue,%2030%20Aug%202022%2014:24:04%20GMT	https://perfect-miningfx.com/temp/lib/aos/aos.js	C:/Users/user/Videos/perfect-miningfx.com_/perfect-miningfx.com/temp/lib/aos/aos.js	(from https://perfect-miningfx.com/)
00:22:05	6849/6849	---M-Z	200	added ('OK')	application/javascript	date:Tue,%2030%20Aug%202022%2014:24:04%20GMT	https://perfect-miningfx.com/temp/js/main.js	C:/Users/user/Videos/perfect-miningfx.com_/perfect-miningfx.com/temp/js/main.js	(from https://perfect-miningfx.com/)
00:22:06	0/0	---M--	301	error ('Moved%20Permanently')	application/binary	date:Sat,%2017%20Dec%202022%2023:22:07%20GMT	http://translate.google.com/translate_a/element.js?cb=googleTranslateElementInit	C:/Users/user/Videos/perfect-miningfx.com_/translate.google.com/translate_a/element.29a0d8.delayed	(from https://perfect-miningfx.com/)
00:22:06	19329/19329	---MCZ	200	added ('OK')	application/javascript	etag:W/%22639c8320-4b81%22	https://www.smartsuppchat.com/loader.js?	C:/Users/user/Videos/perfect-miningfx.com_/www.smartsuppchat.com/loaderd41d.js	(from https://perfect-miningfx.com/)
00:22:07	76518/76518	---MC-	200	added ('OK')	text/javascript	date:Sat,%2017%20Dec%202022%2023:22:08%20GMT	https://translate.google.com/translate_a/element.js?cb=googleTranslateElementInit	C:/Users/user/Videos/perfect-miningfx.com_/translate.google.com/translate_a/elementa0d8.js	(from https://perfect-miningfx.com/)
00:22:10	165742/165742	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Tue,%2030%20Aug%202022%2014:24:04%20GMT	https://perfect-miningfx.com/temp/lib/font-awesome/fonts/fontawesome-webfont.eot?v=4.7.0	C:/Users/user/Videos/perfect-miningfx.com_/perfect-miningfx.com/temp/lib/font-awesome/fonts/fontawesome-webfont3e6e.eot	(from https://perfect-miningfx.com/temp/lib/font-awesome/css/font-awesome.min.css)
00:22:11	98024/98024	---M--	200	added ('OK')	font/woff	date:Tue,%2030%20Aug%202022%2014:24:04%20GMT	https://perfect-miningfx.com/temp/lib/font-awesome/fonts/fontawesome-webfont.woff?v=4.7.0	C:/Users/user/Videos/perfect-miningfx.com_/perfect-miningfx.com/temp/lib/font-awesome/fonts/fontawesome-webfont3e6e.woff	(from https://perfect-miningfx.com/temp/lib/font-awesome/css/font-awesome.min.css)
00:22:11	77160/77160	---M--	200	added ('OK')	font/woff2	date:Tue,%2030%20Aug%202022%2014:24:04%20GMT	https://perfect-miningfx.com/temp/lib/font-awesome/fonts/fontawesome-webfont.woff2?v=4.7.0	C:/Users/user/Videos/perfect-miningfx.com_/perfect-miningfx.com/temp/lib/font-awesome/fonts/fontawesome-webfont3e6e.woff2	(from https://perfect-miningfx.com/temp/lib/font-awesome/css/font-awesome.min.css)
00:22:12	165742/165742	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Tue,%2030%20Aug%202022%2014:24:04%20GMT	https://perfect-miningfx.com/temp/lib/font-awesome/fonts/fontawesome-webfont.eot?	C:/Users/user/Videos/perfect-miningfx.com_/perfect-miningfx.com/temp/lib/font-awesome/fonts/fontawesome-webfontd41d.eot	(from https://perfect-miningfx.com/temp/lib/font-awesome/css/font-awesome.min.css)
00:22:14	444379/444379	---M-Z	200	added ('OK')	image/svg+xml	date:Tue,%2030%20Aug%202022%2014:24:04%20GMT	https://perfect-miningfx.com/temp/lib/font-awesome/fonts/fontawesome-webfont.svg?v=4.7.0	C:/Users/user/Videos/perfect-miningfx.com_/perfect-miningfx.com/temp/lib/font-awesome/fonts/fontawesome-webfont3e6e.svg	(from https://perfect-miningfx.com/temp/lib/font-awesome/css/font-awesome.min.css)
00:22:17	67904/67904	---M--	200	added ('OK')	font/woff	date:Tue,%2030%20Aug%202022%2014:24:04%20GMT	https://perfect-miningfx.com/temp/lib/ionicons/fonts/ionicons.woff?v=2.0.0	C:/Users/user/Videos/perfect-miningfx.com_/perfect-miningfx.com/temp/lib/ionicons/fonts/ionicons28b5.woff	(from https://perfect-miningfx.com/temp/lib/ionicons/css/ionicons.min.css)
00:22:26	120724/120724	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Tue,%2030%20Aug%202022%2014:24:04%20GMT	https://perfect-miningfx.com/temp/lib/ionicons/fonts/ionicons.eot?v=2.0.0	C:/Users/user/Videos/perfect-miningfx.com_/perfect-miningfx.com/temp/lib/ionicons/fonts/ionicons28b5.eot	(from https://perfect-miningfx.com/temp/lib/ionicons/css/ionicons.min.css)
00:22:26	333834/333834	---M-Z	200	added ('OK')	image/svg+xml	date:Tue,%2030%20Aug%202022%2014:24:04%20GMT	https://perfect-miningfx.com/temp/lib/ionicons/fonts/ionicons.svg?v=2.0.0	C:/Users/user/Videos/perfect-miningfx.com_/perfect-miningfx.com/temp/lib/ionicons/fonts/ionicons28b5.svg	(from https://perfect-miningfx.com/temp/lib/ionicons/css/ionicons.min.css)
00:22:27	4976/4976	---M--	200	added ('OK')	image/png	date:Tue,%2030%20Aug%202022%2014:24:04%20GMT	https://perfect-miningfx.com/temp/lib/owl.carousel/assets/owl.video.play.png	C:/Users/user/Videos/perfect-miningfx.com_/perfect-miningfx.com/temp/lib/owl.carousel/assets/owl.video.play.png	(from https://perfect-miningfx.com/temp/lib/owl.carousel/assets/owl.carousel.min.css)
00:22:27	165548/165548	---M--	200	added ('OK')	font/ttf	date:Tue,%2030%20Aug%202022%2014:24:04%20GMT	https://perfect-miningfx.com/temp/lib/font-awesome/fonts/fontawesome-webfont.ttf?v=4.7.0	C:/Users/user/Videos/perfect-miningfx.com_/perfect-miningfx.com/temp/lib/font-awesome/fonts/fontawesome-webfont3e6e.ttf	(from https://perfect-miningfx.com/temp/lib/font-awesome/css/font-awesome.min.css)
00:22:31	188508/188508	---M--	200	added ('OK')	font/ttf	date:Tue,%2030%20Aug%202022%2014:24:04%20GMT	https://perfect-miningfx.com/temp/lib/ionicons/fonts/ionicons.ttf?v=2.0.0	C:/Users/user/Videos/perfect-miningfx.com_/perfect-miningfx.com/temp/lib/ionicons/fonts/ionicons28b5.ttf	(from https://perfect-miningfx.com/temp/lib/ionicons/css/ionicons.min.css)
00:22:31	537868/537868	---M--	200	added ('OK')	font/woff2	date:Tue,%2030%20Aug%202022%2014:24:04%20GMT	https://perfect-miningfx.com/temp/lib/icofont/fonts/icofont.woff2	C:/Users/user/Videos/perfect-miningfx.com_/perfect-miningfx.com/temp/lib/icofont/fonts/icofont.woff2	(from https://perfect-miningfx.com/temp/lib/icofont/icofont.min.css)
00:22:34	89924/89924	---M--	200	added ('OK')	font/woff2	date:Tue,%2030%20Aug%202022%2014:24:04%20GMT	https://perfect-miningfx.com/temp/lib/boxicons/fonts/boxicons.woff2	C:/Users/user/Videos/perfect-miningfx.com_/perfect-miningfx.com/temp/lib/boxicons/fonts/boxicons.woff2	(from https://perfect-miningfx.com/temp/lib/boxicons/css/boxicons.min.css)
00:22:34	263296/263296	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Tue,%2030%20Aug%202022%2014:24:04%20GMT	https://perfect-miningfx.com/temp/lib/boxicons/fonts/boxicons.eot	C:/Users/user/Videos/perfect-miningfx.com_/perfect-miningfx.com/temp/lib/boxicons/fonts/boxicons.eot	(from https://perfect-miningfx.com/temp/lib/boxicons/css/boxicons.min.css)
00:22:35	645604/645604	---M--	200	added ('OK')	font/woff	date:Tue,%2030%20Aug%202022%2014:24:04%20GMT	https://perfect-miningfx.com/temp/lib/icofont/fonts/icofont.woff	C:/Users/user/Videos/perfect-miningfx.com_/perfect-miningfx.com/temp/lib/icofont/fonts/icofont.woff	(from https://perfect-miningfx.com/temp/lib/icofont/icofont.min.css)
00:22:37	263204/263204	---M--	200	added ('OK')	font/woff	date:Tue,%2030%20Aug%202022%2014:24:04%20GMT	https://perfect-miningfx.com/temp/lib/boxicons/fonts/boxicons.woff	C:/Users/user/Videos/perfect-miningfx.com_/perfect-miningfx.com/temp/lib/boxicons/fonts/boxicons.woff	(from https://perfect-miningfx.com/temp/lib/boxicons/css/boxicons.min.css)
00:22:37	263128/263128	---M--	200	added ('OK')	font/ttf	date:Tue,%2030%20Aug%202022%2014:24:04%20GMT	https://perfect-miningfx.com/temp/lib/boxicons/fonts/boxicons.ttf	C:/Users/user/Videos/perfect-miningfx.com_/perfect-miningfx.com/temp/lib/boxicons/fonts/boxicons.ttf	(from https://perfect-miningfx.com/temp/lib/boxicons/css/boxicons.min.css)
00:22:37	33667/33667	---M-Z	200	added ('OK')	text/css	date:Tue,%2030%20Aug%202022%2014:24:04%20GMT	https://perfect-miningfx.com/temp/css/frontend_style_blue.css	C:/Users/user/Videos/perfect-miningfx.com_/perfect-miningfx.com/temp/css/frontend_style_blue.css	(from https://perfect-miningfx.com/login)
00:22:38	4969/4969	---M-Z	200	added ('OK')	text/html	date:Sat,%2017%20Dec%202022%2023:22:39%20GMT	https://perfect-miningfx.com/password/reset	C:/Users/user/Videos/perfect-miningfx.com_/perfect-miningfx.com/password/reset.html	(from https://perfect-miningfx.com/login)
00:22:43	92629/92629	---M--	200	added ('OK')	text/javascript	date:Tue,%2003%20Mar%202020%2019:15:00%20GMT	https://ajax.googleapis.com/ajax/libs/jquery/1.9.1/jquery.min.js	C:/Users/user/Videos/perfect-miningfx.com_/ajax.googleapis.com/ajax/libs/jquery/1.9.1/jquery.min.js	(from https://perfect-miningfx.com/register)
00:22:44	933813/933813	---M-Z	200	added ('OK')	image/svg+xml	date:Tue,%2030%20Aug%202022%2014:24:04%20GMT	https://perfect-miningfx.com/temp/lib/boxicons/fonts/boxicons.svg?	C:/Users/user/Videos/perfect-miningfx.com_/perfect-miningfx.com/temp/lib/boxicons/fonts/boxiconsd41d.svg	(from https://perfect-miningfx.com/temp/lib/boxicons/css/boxicons.min.css)
00:22:46	395311/395311	---M--	200	added ('OK')	image/jpeg	date:Tue,%2030%20Aug%202022%2014:24:04%20GMT	https://perfect-miningfx.com/temp/img/about-bg.jpg	C:/Users/user/Videos/perfect-miningfx.com_/perfect-miningfx.com/temp/img/about-bg.jpg	(from https://perfect-miningfx.com/temp/css/frontend_style_blue.css?v=1.4)
